순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수(천주),외국인 보유주식수,외국인 지분율(%),총카운트
830,005950,이수화학,"12,450","-250","-2.0","63,536","791,159,650","12,750","12,750","12,350","190,211,100,000","0.01","15,278,000",,,
831,004540,깨끗한나라,"5,100","-80","-1.5","2,371,288","12,441,989,660","5,280","5,360","5,050","189,927,534,300","0.01","37,240,693",,,
832,003160,디아이,"6,030","100","1.7","766,877","4,653,558,030","6,000","6,160","5,920","189,925,613,550","0.01","31,496,785",,,
833,950110,SBI핀테크솔루션즈,"7,700","-10","-0.1","16,600","127,673,000","7,750","7,790","7,600","189,855,358,000","0.01","24,656,540",,,
834,097955,CJ제일제당 우,"143,000","2,500","1.8","4,033","572,863,500","140,500","143,000","140,000","189,822,919,000","0.01","1,327,433",,,
835,039560,다산네트웍스,"6,770","-130","-1.9","309,566","2,115,137,730","6,970","6,970","6,740","189,705,426,370","0.01","28,021,481",,,
836,083310,엘오티베큠,"14,300","150","1.1","108,989","1,539,443,650","14,150","14,300","13,950","189,593,060,800","0.01","13,258,256",,,
837,003830,대한화섬,"142,500","2,000","1.4","380","53,641,500","140,000","144,000","140,000","189,240,000,000","0.01","1,328,000",,,
838,123100,원익테라세미콘,"16,700","-400","-2.3","173,223","2,903,436,400","17,200","17,200","16,600","188,774,128,000","0.01","11,303,840",,,
839,090370,메타랩스,"5,140","20","0.4","269,672","1,390,166,555","4,940","5,350","4,940","188,436,512,000","0.01","36,660,800",,,
840,217730,강스템바이오텍,"11,350","-150","-1.3","86,585","982,407,750","11,500","11,550","11,250","188,352,534,950","0.01","16,594,937",,,
841,013990,아가방컴퍼니,"5,680","190","3.5","512,819","2,905,029,590","5,500","5,820","5,500","186,801,204,480","0.01","32,887,536",,,
842,014200,광림,"3,850","-30","-0.8","588,777","2,300,181,385","3,880","3,980","3,835","186,719,171,100","0.01","48,498,486",,,
843,215790,이노인스트루먼트,"9,190","-240","-2.6","32,025","300,381,130","9,430","9,610","9,190","186,402,139,310","0.01","20,283,149",,,
844,058730,다스코,"12,100","800","7.1","2,938,127","38,675,856,050","13,600","14,600","12,100","186,340,000,000","0.01","15,400,000",,,
845,900290,GRT,"2,765","70","2.6","123,298","335,951,915","2,705","2,770","2,690","186,291,875,000","0.01","67,375,000",,,
846,092130,이크레더블,"15,400","200","1.3","9,367","143,617,550","15,200","15,500","15,200","185,471,440,000","0.01","12,043,600",,,
847,008290,원풍물산,"4,825","-120","-2.4","473,242","2,315,776,870","4,990","5,050","4,785","185,240,343,325","0.01","38,391,781",,,
848,005870,휴니드,"13,100","200","1.6","89,624","1,166,358,450","12,800","13,250","12,800","184,919,796,500","0.01","14,116,015",,,
849,033500,동성화인텍,"6,840","520","8.2","635,668","4,374,329,370","6,370","7,100","6,280","184,567,885,560","0.01","26,983,609",,,
850,044450,KSS해운,"7,930","-30","-0.4","35,869","282,953,280","7,960","7,960","7,830","183,864,028,400","0.01","23,185,880",,,
851,067830,세이브존I&C,"4,470","85","1.9","60,853","271,616,165","4,365","4,490","4,345","183,452,800,650","0.01","41,040,895",,,
852,056080,유진로봇,"4,890","130","2.7","422,438","2,060,449,710","4,800","5,030","4,705","183,434,423,280","0.01","37,512,152",,,
853,094850,참좋은여행,"13,100","600","4.8","198,373","2,572,773,700","12,600","13,250","12,400","183,400,000,000","0.01","14,000,000",,,
854,102280,쌍방울,"1,420","15","1.1","496,299","704,309,280","1,420","1,430","1,410","183,356,382,460","0.01","129,124,213",,,
855,122640,예스티,"16,900","-100","-0.6","67,873","1,133,209,050","16,650","17,000","16,500","182,829,303,800","0.01","10,818,302",,,
856,194370,제이에스코퍼레이션,"13,700","1,100","8.7","28,858","384,161,500","12,900","13,700","12,700","182,697,733,700","0.01","13,335,601",,,
857,079970,투비소프트,"9,300","840","9.9","2,486,980","22,532,969,360","8,560","9,410","8,510","181,691,170,500","0.01","19,536,685",,,
858,143210,핸즈코퍼레이션,"8,310","-420","-4.8","52,959","446,336,990","8,720","8,810","8,310","181,683,757,080","0.01","21,863,268",,,
859,072020,중앙백신,"24,800","1,650","7.1","164,056","3,932,347,050","23,150","24,800","23,150","181,536,000,000","0.01","7,320,000",,,
860,144960,뉴파워프라즈마,"22,000","-2,300","-9.5","225,988","5,090,779,600","24,100","24,150","21,700","181,507,414,000","0.01","8,250,337",,,
861,114810,아이원스,"13,500","-150","-1.1","37,341","504,731,350","13,650","13,650","13,400","181,114,906,500","0.01","13,415,919",,,
862,225190,삼양옵틱스,"17,950","200","1.1","22,702","408,140,550","17,750","18,200","17,750","179,500,000,000","0.01","10,000,000",,,
863,005945,NH투자증권우,"9,510","10","0.1","14,856","141,128,090","9,540","9,580","9,460","179,462,905,680","0.01","18,870,968",,,
864,138360,에이씨티,"9,680","460","5.0","1,066,831","10,325,180,710","9,350","9,960","9,320","179,305,001,920","0.01","18,523,244",,,
865,004250,NPC,"4,865","-5","-0.1","1,791","8,711,520","4,870","4,870","4,845","178,642,800,000","0.01","36,720,000",,,
866,282690,동아타이어,"13,000","-100","-0.8","36,939","481,098,650","13,100","13,300","12,950","178,529,195,000","0.01","13,733,015",,,
867,002760,보락,"2,975","35","1.2","4,993,803","15,247,458,100","2,990","3,200","2,940","178,202,500,000","0.01","59,900,000",,,
868,028040,미래SCI,"6,360","-80","-1.2","662,168","4,100,382,560","6,440","6,460","6,000","177,719,623,320","0.01","27,943,337",,,
869,089140,넥스턴,"15,000","0","0.0","79,140","1,188,527,800","15,000","15,150","14,850","177,697,800,000","0.01","11,846,520",,,
870,091590,남화토건,"15,100","200","1.3","655,537","10,346,213,200","15,300","16,800","14,950","177,274,000,000","0.01","11,740,000",,,
871,264900,크라운제과,"14,150","150","1.1","35,846","506,301,550","14,250","14,250","13,950","177,212,477,500","0.01","12,523,850",,,
872,001340,백광산업,"3,945","70","1.8","249,516","978,986,945","3,880","3,955","3,840","177,203,115,615","0.01","44,918,407",,,
873,017180,명문제약,"7,200","-30","-0.4","345,050","2,486,073,660","7,260","7,300","7,090","176,688,000,000","0.01","24,540,000",,,
874,066980,브레인콘텐츠,"1,160","40","3.6","12,289,720","14,434,030,070","1,130","1,215","1,130","176,636,893,440","0.01","152,273,184",,,
875,004310,현대약품,"5,500","200","3.8","318,074","1,734,950,110","5,400","5,560","5,320","176,000,000,000","0.01","32,000,000",,,
876,230360,에코마케팅,"10,850","-150","-1.4","209,747","2,313,341,200","11,350","11,350","10,800","175,758,466,450","0.01","16,198,937",,,
877,002360,SH에너지화학,"1,580","15","1.0","1,852,687","2,918,453,625","1,580","1,600","1,545","175,591,293,400","0.01","111,133,730",,,
878,137940,넥스트아이,"2,560","-50","-1.9","175,853","454,843,225","2,650","2,685","2,555","175,310,323,200","0.01","68,480,595",,,
879,035080,인터파크홀딩스,"2,995","-80","-2.6","241,980","733,879,505","3,080","3,090","2,995","175,207,500,000","0.01","58,500,000",,,
880,115180,큐리언트,"23,150","-300","-1.3","42,760","992,891,650","23,450","23,650","23,000","175,157,344,800","0.01","7,566,192",,,
881,084680,이월드,"1,935","80","4.3","352,488","673,236,535","1,870","1,935","1,860","175,136,650,695","0.01","90,509,897",,,
882,122450,KMH,"8,170","420","5.4","159,267","1,263,768,470","7,750","8,200","7,600","175,070,109,700","0.01","21,428,410",,,
883,075580,세진중공업,"4,560","150","3.4","134,442","606,219,015","4,445","4,590","4,415","174,979,603,200","0.01","38,372,720",,,
884,079370,제우스,"16,850","-100","-0.6","18,707","314,484,850","17,000","17,100","16,650","174,970,400,000","0.01","10,384,000",,,
885,004890,동일산업,"72,100","-500","-0.7","4,028","290,318,300","73,200","73,200","71,800","174,858,001,500","0.01","2,425,215",,,
886,052790,액토즈소프트,"15,400","400","2.7","36,358","557,000,600","15,050","15,700","15,000","174,491,825,200","0.01","11,330,638",,,
887,000700,유수홀딩스,"6,700","-20","-0.3","14,648","98,414,630","6,780","6,790","6,690","174,480,140,400","0.01","26,041,812",,,
888,067000,조이시티,"14,800","150","1.0","126,955","1,939,249,100","14,700","15,950","14,600","174,394,246,000","0.01","11,783,395",,,
889,033340,좋은사람들,"6,600","410","6.6","7,351,697","48,704,183,840","6,330","7,040","6,290","174,322,737,600","0.01","26,412,536",,,
890,019550,SBI인베스트먼트,"1,075","-70","-6.1","3,299,992","3,618,615,505","1,130","1,140","1,070","174,221,568,125","0.01","162,066,575",,,
891,071200,인피니트헬스케어,"7,140","190","2.7","123,544","873,745,850","6,970","7,160","6,940","174,190,710,120","0.01","24,396,458",,,
892,073560,우리손에프앤지,"2,515","65","2.6","873,425","2,194,645,885","2,460","2,565","2,455","174,132,672,145","0.01","69,237,643",,,
893,900310,컬러레이,"3,220","-5","-0.2","167,191","537,951,755","3,215","3,280","3,185","173,880,000,000","0.01","54,000,000",,,
894,026890,디피씨,"4,160","70","1.7","32,908","135,796,095","4,120","4,180","4,085","173,381,208,000","0.01","41,678,175",,,
895,123860,아나패스,"17,100","150","0.9","15,206","258,462,050","17,100","17,250","16,850","173,183,670,000","0.01","10,127,700",,,
896,067990,도이치모터스,"6,590","170","2.6","451,256","2,967,375,220","6,400","6,650","6,380","173,075,199,720","0.01","26,263,308",,,
897,004060,SG세계물산,"855","1","0.1","321,233","273,699,253","860","860","846","173,073,340,800","0.01","202,424,960",,,
898,048410,현대아이비티,"5,310","-90","-1.7","151,905","814,525,270","5,360","5,480","5,300","172,968,959,520","0.01","32,574,192",,,
899,013570,디와이,"6,560","-60","-0.9","29,882","196,496,000","6,630","6,650","6,530","172,656,792,480","0.01","26,319,633",,,
900,090470,제이스텍,"11,750","-250","-2.1","198,982","2,372,257,000","11,800","12,350","11,600","171,524,244,000","0.01","14,597,808",,,
901,012690,모나리자,"4,690","40","0.9","59,144","277,055,145","4,650","4,715","4,650","171,519,185,950","0.01","36,571,255",,,
902,121600,나노신소재,"15,800","-50","-0.3","74,784","1,182,775,400","15,650","16,100","15,650","171,403,661,400","0.01","10,848,333",,,
903,042040,케이피엠테크,"2,090","35","1.7","1,638,600","3,354,556,890","2,065","2,100","2,010","171,367,096,340","0.01","81,993,826",,,
904,239610,에이치엘사이언스,"33,300","-450","-1.3","13,551","449,925,100","33,250","33,950","32,800","171,233,528,400","0.01","5,142,148",,,
905,117670,알파홀딩스,"13,000","-100","-0.8","124,137","1,617,097,750","13,150","13,250","12,900","170,877,720,000","0.01","13,144,440",,,
906,096775,SK이노베이션우,"136,500","2,500","1.9","7,038","956,421,000","133,500","136,500","133,500","170,410,149,000","0.01","1,248,426",,,
907,267790,배럴,"23,600","200","0.8","733,596","18,010,653,800","23,650","25,500","23,500","170,293,965,600","0.01","7,215,846",,,
908,141000,비아트론,"14,050","50","0.4","101,813","1,423,177,350","14,000","14,150","13,800","170,211,675,500","0.01","12,114,710",,,
909,193250,와이제이엠게임즈,"3,720","-300","-7.5","13,146,727","49,656,096,390","4,020","4,090","3,560","169,768,133,400","0.01","45,636,595",,,
910,001540,안국약품,"13,000","200","1.6","53,895","697,018,450","12,900","13,050","12,600","169,551,460,000","0.01","13,042,420",,,
911,003460,유화증권,"14,900","50","0.3","1,913","28,453,200","14,800","14,900","14,800","168,973,196,700","0.01","11,340,483",,,
912,194480,데브시스터즈,"15,100","-100","-0.7","14,742","222,964,450","15,200","15,250","15,000","168,857,788,500","0.01","11,182,635",,,
913,227840,현대코퍼레이션홀딩스,"18,550","-350","-1.8","160,897","2,971,000,700","18,700","19,200","18,000","168,820,507,800","0.01","9,100,836",,,
914,001460,BYC,"269,500","0","0.0","331","89,349,000","269,500","270,500","269,500","168,333,742,500","0.01","624,615",,,
915,131290,티에스이,"15,200","700","4.8","32,122","480,692,050","14,750","15,300","14,600","168,133,720,800","0.01","11,061,429",,,
916,011560,세보엠이씨,"15,950","650","4.2","165,938","2,620,935,100","15,200","16,250","15,150","167,953,500,000","0.01","10,530,000",,,
917,047310,파워로직스,"4,895","50","1.0","229,353","1,119,244,315","4,840","4,940","4,770","167,830,116,850","0.01","34,286,030",,,
918,094940,푸른기술,"25,400","-600","-2.3","3,545,753","88,518,858,350","24,350","26,500","23,550","166,984,730,800","0.01","6,574,202",,,
919,171120,라이온켐텍,"10,850","-450","-4.0","60,758","662,239,100","11,250","11,400","10,750","166,938,154,250","0.01","15,386,005",,,
920,077360,덕산하이메탈,"7,340","-80","-1.1","25,120","184,612,220","7,420","7,420","7,320","166,753,797,340","0.01","22,718,501",,,
921,050890,쏠리드,"4,550","-25","-0.6","351,833","1,600,529,995","4,610","4,635","4,500","166,633,385,100","0.01","36,622,722",,,
922,149940,모다,"7,870","0","0.0","0","0","0","0","0","166,532,418,830","0.01","21,160,409",,,
923,096630,에스코넥,"2,550","145","6.0","3,617,316","9,115,434,960","2,405","2,570","2,405","166,427,596,200","0.01","65,265,724",,,
924,002630,오리엔트바이오,"1,015","-10","-1.0","697,443","713,901,465","1,045","1,045","1,015","166,168,093,105","0.01","163,712,407",,,
925,032790,엠젠플러스,"11,400","-350","-3.0","160,377","1,848,172,850","11,850","11,900","11,300","166,109,878,800","0.01","14,571,042",,,
926,248170,샘표식품,"36,350","0","0.0","3,970","143,303,900","36,500","36,800","35,850","166,057,196,100","0.01","4,568,286",,,
927,040910,아이씨디,"9,950","-200","-2.0","116,105","1,173,756,850","10,200","10,350","9,950","165,831,645,150","0.01","16,666,497",,,
928,010960,삼호개발,"6,630","380","6.1","825,278","5,433,901,850","6,400","6,850","6,320","165,750,000,000","0.01","25,000,000",,,
929,014280,금강공업,"34,100","900","2.7","41,521","1,423,841,750","33,200","34,900","33,200","165,588,372,400","0.01","4,855,964",,,
930,012700,리드코프,"6,190","0","0.0","21,826","135,152,610","6,200","6,250","6,170","165,577,733,700","0.01","26,749,230",,,
931,046140,SBS콘텐츠허브,"7,710","-10","-0.1","9,874","76,099,730","7,800","7,800","7,660","165,484,009,050","0.01","21,463,555",,,
932,046120,오르비텍,"6,950","-190","-2.7","2,397,968","16,968,691,930","7,050","7,390","6,810","165,344,482,350","0.01","23,790,573",,,
933,064090,에프앤리퍼블릭,"3,240","205","6.8","785,240","2,511,626,025","3,140","3,275","3,030","164,818,113,120","0.01","50,869,788",,,
934,900300,오가닉티코스메틱,"2,895","5","0.2","312,907","909,805,180","2,940","2,950","2,880","164,797,875,000","0.01","56,925,000",,,
935,004200,고려개발,"7,640","-260","-3.3","108,641","853,308,560","7,910","8,280","7,510","164,642,000,000","0.01","21,550,000",,,
936,060300,레드로버,"3,700","400","12.1","1,792,063","6,413,629,445","3,300","3,860","3,300","164,553,837,000","0.01","44,474,010",,,
937,053300,한국정보인증,"5,280","90","1.7","66,963","350,925,080","5,160","5,290","5,160","164,551,200,000","0.01","31,165,000",,,
938,014990,인디에프,"2,790","115","4.3","2,285,883","6,460,892,110","2,760","2,985","2,710","164,423,056,050","0.01","58,932,995",,,
939,097520,엠씨넥스,"17,800","350","2.0","40,808","714,405,450","17,400","17,800","17,200","163,695,742,000","0.01","9,196,390",,,
940,140070,서플러스글로벌,"4,425","20","0.4","64,021","283,612,525","4,405","4,495","4,400","163,671,900,000","0.01","36,988,000",,,
941,117580,대성에너지,"5,940","30","0.5","8,873","52,535,480","5,910","5,970","5,900","163,350,000,000","0.01","27,500,000",,,
942,021080,에이티넘인베스트,"3,395","-100","-2.9","658,877","2,257,401,055","3,520","3,520","3,375","162,960,000,000","0.01","48,000,000",,,
943,007660,이수페타시스,"3,945","-10","-0.2","64,062","251,749,115","3,970","3,970","3,910","162,803,830,110","0.01","41,268,398",,,
944,003960,사조대림,"27,300","500","1.9","11,006","297,168,150","27,000","27,300","26,550","162,723,697,500","0.01","5,960,575",,,
945,260660,알리코제약,"16,900","-100","-0.6","32,747","555,969,200","17,000","17,350","16,800","162,165,217,500","0.01","9,595,575",,,
946,084870,TBH글로벌,"7,770","-230","-2.9","103,720","819,322,900","8,080","8,160","7,750","162,057,483,630","0.01","20,856,819",,,
947,085310,엔케이,"2,025","20","1.0","683,497","1,367,861,580","2,005","2,035","1,985","161,966,287,800","0.01","79,983,352",,,
948,263720,디앤씨미디어,"13,450","150","1.1","68,085","901,155,450","13,350","13,600","12,850","161,956,063,350","0.01","12,041,343",,,
949,138580,비즈니스온,"16,950","150","0.9","149,575","2,503,477,050","16,950","17,250","16,250","161,786,733,000","0.01","9,544,940",,,
950,014100,보령메디앙스,"13,700","400","3.0","73,517","994,605,350","13,300","13,800","13,300","161,660,000,000","0.01","11,800,000",,,
951,020710,시공테크,"8,060","210","2.7","117,798","944,325,840","7,780","8,150","7,780","161,586,638,200","0.01","20,047,970",,,
